id,nome,nivel,sexo,tipos,movimentos,habilidade,natureza,cur_hp,stats,imagem,legendario,mitico,geracao,danos
466,electivire,1,female,['electric'],"['thunder-punch', 'shock-wave']",motor-drive,quirky,75,"[75, 123, 67, 85, 95, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
467,magmortar,1,female,['fire'],"['ember', 'eruption']",flame-body,docile,75,"[75, 95, 67, 95, 125, 83]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
468,togekiss,1,male,"['fairy', 'flying']","['gust', 'air-slash']",serene-grace,serious,85,"[85, 50, 95, 115, 120, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png,False,False,generation-iv,"{'recebe_dano_duplo': ['steel', 'rock', 'poison', 'ice', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'dark'], 'recebe_dano_zero': ['ground', 'dragon'], 'causa_dano_duplo': ['dark', 'grass', 'dragon', 'fighting', 'bug'], 'causa_dano_metade': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_zero': []}"
469,yanmega,1,genderless,"['bug', 'flying']","['tail-glow', 'bounce']",speed-boost,serious,86,"[86, 76, 86, 56, 116, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png,False,False,generation-iv,"{'recebe_dano_duplo': ['rock', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'ground'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
470,leafeon,1,female,['grass'],"['energy-ball', 'aromatherapy']",chlorophyll,hardy,65,"[65, 110, 130, 65, 60, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png,False,False,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
471,glaceon,1,male,['ice'],"['ice-shard', 'mist']",snow-cloak,serious,65,"[65, 60, 110, 95, 130, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fire', 'fighting', 'rock', 'steel'], 'recebe_dano_metade': ['ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'grass', 'flying', 'dragon'], 'causa_dano_metade': ['fire', 'water', 'steel', 'ice'], 'causa_dano_zero': []}"
472,gliscor,1,genderless,"['ground', 'flying']","['bone-rush', 'defog']",sand-veil,bashful,75,"[75, 95, 125, 75, 45, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'grass', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['grass', 'rock', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': ['ground', 'electric'], 'causa_dano_duplo': ['steel', 'grass', 'rock', 'poison', 'fighting', 'fire', 'bug', 'electric'], 'causa_dano_metade': ['steel', 'grass', 'rock', 'bug', 'electric'], 'causa_dano_zero': ['flying']}"
473,mamoswine,1,genderless,"['ice', 'ground']","['ice-beam', 'sheer-cold']",snow-cloak,quirky,110,"[110, 130, 80, 60, 70, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'rock', 'fighting', 'ice', 'fire'], 'recebe_dano_metade': ['rock', 'poison', 'ice'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'ground', 'flying', 'electric'], 'causa_dano_metade': ['water', 'steel', 'grass', 'ice', 'fire', 'bug'], 'causa_dano_zero': ['flying']}"
474,porygon-z,1,female,['normal'],"['lovely-kiss', 'cut']",adaptability,serious,85,"[85, 80, 70, 75, 135, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
475,gallade,1,female,"['psychic', 'fighting']","['submission', 'psycho-boost']",steadfast,bashful,68,"[68, 125, 65, 115, 65, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'psychic', 'dark', 'fairy', 'bug', 'flying'], 'recebe_dano_metade': ['dark', 'psychic', 'rock', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'poison', 'fighting', 'ice', 'normal'], 'causa_dano_metade': ['steel', 'psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost', 'dark']}"
476,probopass,1,genderless,"['rock', 'steel']","['steel-wing', 'gyro-ball']",sturdy,serious,60,"[60, 55, 145, 150, 75, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'fire', 'ground'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'poison', 'dragon', 'ice', 'fire', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['fairy', 'rock', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['water', 'steel', 'fighting', 'fire', 'ground', 'electric'], 'causa_dano_zero': []}"
477,dusknoir,1,male,['ghost'],"['ominous-wind', 'shadow-claw']",pressure,docile,45,"[45, 100, 135, 135, 65, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark'], 'recebe_dano_metade': ['bug', 'poison'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['dark'], 'causa_dano_zero': ['normal']}"
478,froslass,1,genderless,"['ice', 'ghost']","['ice-punch', 'haze']",snow-cloak,hardy,70,"[70, 80, 70, 70, 80, 110]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'steel', 'dark', 'rock', 'fighting', 'fire'], 'recebe_dano_metade': ['bug', 'poison', 'ice'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic', 'grass', 'dragon', 'ground', 'flying'], 'causa_dano_metade': ['water', 'steel', 'dark', 'ice', 'fire'], 'causa_dano_zero': ['normal']}"
479,rotom,1,male,"['electric', 'ghost']","['zap-cannon', 'shadow-claw']",levitate,hardy,50,"[50, 50, 77, 77, 95, 91]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'ground', 'dark'], 'recebe_dano_metade': ['steel', 'poison', 'bug', 'flying', 'electric'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'water', 'psychic', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'dark', 'electric'], 'causa_dano_zero': ['ground', 'normal']}"
489,phione,1,male,['water'],"['aqua-ring', 'waterfall']",hydration,quirky,80,"[80, 80, 80, 80, 80, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png,False,True,generation-iv,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
490,manaphy,1,female,['water'],"['withdraw', 'water-sport']",hydration,docile,100,"[100, 100, 100, 100, 100, 100]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png,False,True,generation-iv,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
491,darkrai,1,genderless,['dark'],"['feint-attack', 'crunch']",,hardy,70,"[70, 90, 90, 90, 135, 125]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png,False,True,generation-iv,"{'recebe_dano_duplo': ['fairy', 'fighting', 'bug'], 'recebe_dano_metade': ['ghost', 'dark'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['fairy', 'fighting', 'dark'], 'causa_dano_zero': []}"
492,shaymin-land,1,genderless,['grass'],"['mega-drain', 'magical-leaf']",natural-cure,hardy,100,"[100, 100, 100, 100, 100, 100]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png,False,True,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
493,arceus,1,genderless,['normal'],"['slam', 'teeter-dance']",multitype,docile,120,"[120, 120, 120, 120, 120, 120]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png,False,True,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
10001,deoxys-attack,1,male,['psychic'],"['heart-swap', 'psycho-cut']",pressure,docile,50,"[50, 180, 20, 20, 180, 150]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10001.png,False,True,generation-iii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
10002,deoxys-defense,1,genderless,['psychic'],"['zen-headbutt', 'light-screen']",pressure,bashful,50,"[50, 70, 160, 160, 70, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10002.png,False,True,generation-iii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
10003,deoxys-speed,1,female,['psychic'],"['luster-purge', 'power-swap']",pressure,serious,50,"[50, 95, 90, 90, 95, 180]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10003.png,False,True,generation-iii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
10004,wormadam-sandy,1,male,"['bug', 'ground']","['leech-life', 'bonemerang']",anticipation,docile,60,"[60, 79, 105, 85, 59, 36]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10004.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'grass', 'rock', 'ice', 'fire', 'flying'], 'recebe_dano_metade': ['grass', 'rock', 'poison', 'fighting', 'ground'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'dark', 'psychic', 'grass', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'grass', 'poison', 'fighting', 'fire', 'bug', 'flying'], 'causa_dano_zero': ['flying']}"
10005,wormadam-trash,1,female,"['bug', 'steel']","['metal-claw', 'bug-buzz']",anticipation,serious,60,"[60, 69, 95, 95, 69, 36]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10005.png,False,False,generation-iv,"{'recebe_dano_duplo': ['rock', 'fighting', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'fighting', 'ice', 'ground', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['dark', 'psychic', 'fairy', 'grass', 'rock', 'ice'], 'causa_dano_metade': ['ghost', 'water', 'steel', 'fairy', 'poison', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
10006,shaymin-sky,1,male,"['grass', 'flying']","['mirror-move', 'leaf-blade']",serene-grace,quirky,100,"[100, 103, 75, 75, 120, 127]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png,False,True,generation-iv,"{'recebe_dano_duplo': ['poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['water', 'grass', 'rock', 'fighting', 'ground', 'bug'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': []}"
10008,rotom-heat,1,genderless,"['electric', 'fire']","['will-o-wisp', 'flamethrower']",levitate,bashful,50,"[50, 65, 107, 107, 105, 86]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10008.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'steel', 'grass', 'ice', 'bug', 'flying'], 'causa_dano_metade': ['water', 'grass', 'rock', 'dragon', 'fire', 'electric'], 'causa_dano_zero': ['ground']}"
10009,rotom-wash,1,female,"['electric', 'water']","['rain-dance', 'brine']",levitate,hardy,50,"[50, 65, 107, 107, 105, 86]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10009.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ground', 'grass', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'rock', 'fire', 'ground', 'flying'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
10010,rotom-frost,1,male,"['electric', 'ice']","['charge-beam', 'magnet-rise']",levitate,quirky,50,"[50, 65, 107, 107, 105, 86]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10010.png,False,False,generation-iv,"{'recebe_dano_duplo': ['steel', 'rock', 'fighting', 'fire', 'ground'], 'recebe_dano_metade': ['steel', 'ice', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'grass', 'dragon', 'ground', 'flying'], 'causa_dano_metade': ['water', 'steel', 'grass', 'dragon', 'ice', 'fire', 'electric'], 'causa_dano_zero': ['ground']}"
10011,rotom-fan,1,genderless,"['electric', 'flying']","['fly', 'discharge']",levitate,quirky,50,"[50, 65, 107, 107, 105, 86]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10011.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ground', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['steel', 'grass', 'fighting', 'bug', 'flying', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['water', 'grass', 'fighting', 'bug', 'flying'], 'causa_dano_metade': ['steel', 'grass', 'rock', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
10012,rotom-mow,1,genderless,"['electric', 'grass']","['wood-hammer', 'spark']",levitate,quirky,50,"[50, 65, 107, 107, 105, 86]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10012.png,False,False,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'steel', 'grass', 'ground', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock', 'flying'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': ['ground']}"
10013,castform-sunny,1,genderless,['fire'],"['will-o-wisp', 'heat-wave']",forecast,quirky,70,"[70, 70, 70, 70, 70, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10013.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
10014,castform-rainy,1,genderless,['water'],"['bubble-beam', 'aqua-jet']",forecast,serious,70,"[70, 70, 70, 70, 70, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10014.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
10015,castform-snowy,1,genderless,['ice'],"['icicle-spear', 'aurora-beam']",forecast,quirky,70,"[70, 70, 70, 70, 70, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10015.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fire', 'fighting', 'rock', 'steel'], 'recebe_dano_metade': ['ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'grass', 'flying', 'dragon'], 'causa_dano_metade': ['fire', 'water', 'steel', 'ice'], 'causa_dano_zero': []}"
10080,pikachu-rock-star,1,male,['electric'],"['charge-beam', 'charge-beam']",lightning-rod,hardy,35,"[35, 55, 40, 50, 50, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png,False,False,generation-i,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
10081,pikachu-belle,1,male,['electric'],"['thunder-wave', 'thunder-shock']",lightning-rod,quirky,35,"[35, 55, 40, 50, 50, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10081.png,False,False,generation-i,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
